r030,txt,rate,cc,exchangedate
392,Єна,0.0498704,JPY,10.01.2000
398,Теньге,0.037767,KZT,10.01.2000
428,Лати Латвії,9.014508,LVL,10.01.2000
440,Литовські лити,1.30485,LTL,10.01.2000
498,Молдовський лей,0.448842,MDL,10.01.2000
528,Голандські гульдени,2.460357,NLG,10.01.2000
578,Норвезька крона,0.660967,NOK,10.01.2000
702,Сінгапурський долар,3.129137,SGD,10.01.2000
703,Словацькі крони,0.123307,SKK,10.01.2000
724,Іспанскі пессети,0.0325864,ESP,10.01.2000
752,Шведська крона,0.62721,SEK,10.01.2000
756,Швейцарський франк,3.374354,CHF,10.01.2000
792,Турецькі ліри,9.68e-06,TRL,10.01.2000
795,Манати Туркменії,0.00100373,TMM,10.01.2000
826,Фунт стерлінгів,8.603479,GBP,10.01.2000
840,Долар США,5.2194,USD,10.01.2000
860,Узбецький сум,0.037281,UZS,10.01.2000
960,СПЗ(спец.права запозичення),7.22675,XDR,10.01.2000
974,Бiлоруський рубль,0.00571,BYR,10.01.2000
978,Євро,5.421913,EUR,10.01.2000
985,Злотий,1.265309,PLN,10.01.2000
300,Грецькі драхми,0.0163779,GRD,10.01.2000
372,Ірландські фунти,6.884409,IEP,10.01.2000
620,Португальські ескудо,0.0027044,PTE,10.01.2000
810,Російські рублі,0.19168,RUR,10.01.2000
31,Азербайджанський манат,0.00119815,AZM,11.01.2000
36,Австралійський долар,3.440795,AUD,11.01.2000
40,Австрійський шилінг,0.389757,ATS,11.01.2000
56,Бельгійський франк,0.1329494,BEF,11.01.2000
124,Канадський долар,3.605975,CAD,11.01.2000
203,Чеська крона,0.146771,CZK,11.01.2000
208,Данська крона,0.720391,DKK,11.01.2000
233,Крони Естонії,0.342769,EEK,11.01.2000
246,Фінські маpки,0.90202,FIM,11.01.2000
250,Фpанцузський фpанк,0.81761,FRF,11.01.2000
280,Hімецькі маpки,2.742144,DEM,11.01.2000
348,Форинт,0.0208109,HUF,11.01.2000
352,Ісландські крони,0.072719,ISK,11.01.2000
380,Італійські ліpи,0.00276984,ITL,11.01.2000
392,Єна,0.0500016,JPY,11.01.2000
398,Теньге,0.037938,KZT,11.01.2000
428,Лати Латвії,9.05544,LVL,11.01.2000
440,Литовські лити,1.310775,LTL,11.01.2000
498,Молдовський лей,0.449157,MDL,11.01.2000
528,Голандські гульдени,2.433699,NLG,11.01.2000
578,Норвезька крона,0.654843,NOK,11.01.2000
702,Сінгапурський долар,3.143345,SGD,11.01.2000
703,Словацькі крони,0.123867,SKK,11.01.2000
724,Іспанскі пессети,0.0322333,ESP,11.01.2000
752,Шведська крона,0.619518,SEK,11.01.2000
756,Швейцарський франк,3.333437,CHF,11.01.2000
792,Турецькі ліри,9.73e-06,TRL,11.01.2000
795,Манати Туркменії,0.00100829,TMM,11.01.2000
826,Фунт стерлінгів,8.58244,GBP,11.01.2000
840,Долар США,5.2431,USD,11.01.2000
860,Узбецький сум,0.037204,UZS,11.01.2000
960,СПЗ(спец.права запозичення),7.172282,XDR,11.01.2000
974,Бiлоруський рубль,0.0057,BYR,11.01.2000
978,Євро,5.363167,EUR,11.01.2000
985,Злотий,1.271055,PLN,11.01.2000
300,Грецькі драхми,0.0162201,GRD,11.01.2000
372,Ірландські фунти,6.809817,IEP,11.01.2000
620,Португальські ескудо,0.0026751,PTE,11.01.2000
810,Російські рублі,0.18908,RUR,11.01.2000
31,Азербайджанський манат,0.00122211,AZM,12.01.2000
36,Австралійський долар,3.503173,AUD,12.01.2000
40,Австрійський шилінг,0.398783,ATS,12.01.2000
56,Бельгійський франк,0.1360284,BEF,12.01.2000
124,Канадський долар,3.667293,CAD,12.01.2000
203,Чеська крона,0.149775,CZK,12.01.2000
208,Данська крона,0.737114,DKK,12.01.2000
233,Крони Естонії,0.350707,EEK,12.01.2000
246,Фінські маpки,0.922909,FIM,12.01.2000
250,Фpанцузський фpанк,0.836544,FRF,12.01.2000
280,Hімецькі маpки,2.805648,DEM,12.01.2000
348,Форинт,0.0212368,HUF,12.01.2000
352,Ісландські крони,0.074161,ISK,12.01.2000
380,Італійські ліpи,0.00283399,ITL,12.01.2000
392,Єна,0.0504122,JPY,12.01.2000
398,Теньге,0.038506,KZT,12.01.2000
428,Лати Латвії,9.24076,LVL,12.01.2000
440,Литовські лити,1.3376,LTL,12.01.2000
498,Молдовський лей,0.456534,MDL,12.01.2000
528,Голандські гульдени,2.49006,NLG,12.01.2000
578,Норвезька крона,0.66858,NOK,12.01.2000
702,Сінгапурський долар,3.207674,SGD,12.01.2000
703,Словацькі крони,0.126402,SKK,12.01.2000
724,Іспанскі пессети,0.0329798,ESP,12.01.2000
752,Шведська крона,0.633499,SEK,12.01.2000
756,Швейцарський франк,3.409787,CHF,12.01.2000
792,Турецькі ліри,9.92e-06,TRL,12.01.2000
795,Манати Туркменії,0.00102892,TMM,12.01.2000
826,Фунт стерлінгів,8.778388,GBP,12.01.2000
840,Долар США,5.3504,USD,12.01.2000
860,Узбецький сум,0.037965,UZS,12.01.2000
960,СПЗ(спец.права запозичення),7.369218,XDR,12.01.2000
974,Бiлоруський рубль,0.00565,BYR,12.01.2000
978,Євро,5.48737,EUR,12.01.2000
985,Злотий,1.297067,PLN,12.01.2000
300,Грецькі драхми,0.0165832,GRD,12.01.2000
372,Ірландські фунти,6.967523,IEP,12.01.2000
620,Португальські ескудо,0.0027371,PTE,12.01.2000
810,Російські рублі,0.18813,RUR,12.01.2000
31,Азербайджанський манат,0.00122392,AZM,13.01.2000
36,Австралійський долар,3.531048,AUD,13.01.2000
40,Австрійський шилінг,0.401674,ATS,13.01.2000
56,Бельгійський франк,0.1370145,BEF,13.01.2000
124,Канадський долар,3.680595,CAD,13.01.2000
203,Чеська крона,0.153123,CZK,13.01.2000
208,Данська крона,0.742368,DKK,13.01.2000
233,Крони Естонії,0.353249,EEK,13.01.2000
246,Фінські маpки,0.9296,FIM,13.01.2000
250,Фpанцузський фpанк,0.842609,FRF,13.01.2000
280,Hімецькі маpки,2.825987,DEM,13.01.2000
348,Форинт,0.0216695,HUF,13.01.2000
352,Ісландські крони,0.074529,ISK,13.01.2000
380,Італійські ліpи,0.00285453,ITL,13.01.2000
392,Єна,0.0506613,JPY,13.01.2000
398,Теньге,0.038589,KZT,13.01.2000
428,Лати Латвії,9.228916,LVL,13.01.2000
440,Литовські лити,1.3405,LTL,13.01.2000
498,Молдовський лей,0.457524,MDL,13.01.2000
528,Голандські гульдени,2.508111,NLG,13.01.2000
578,Норвезька крона,0.67273,NOK,13.01.2000
702,Сінгапурський долар,3.227204,SGD,13.01.2000
703,Словацькі крони,0.130426,SKK,13.01.2000
724,Іспанскі пессети,0.0332188,ESP,13.01.2000
752,Шведська крона,0.637319,SEK,13.01.2000
756,Швейцарський франк,3.433439,CHF,13.01.2000
792,Турецькі ліри,9.94e-06,TRL,13.01.2000
795,Манати Туркменії,0.00103115,TMM,13.01.2000
826,Фунт стерлінгів,8.839197,GBP,13.01.2000
840,Долар США,5.362,USD,13.01.2000
860,Узбецький сум,0.038047,UZS,13.01.2000
960,СПЗ(спец.права запозичення),7.402806,XDR,13.01.2000
974,Бiлоруський рубль,0.00569,BYR,13.01.2000
978,Євро,5.52715,EUR,13.01.2000
985,Злотий,1.315828,PLN,13.01.2000
300,Грецькі драхми,0.0167084,GRD,13.01.2000
372,Ірландські фунти,7.018032,IEP,13.01.2000
620,Португальські ескудо,0.0027569,PTE,13.01.2000
810,Російські рублі,0.18586,RUR,13.01.2000
31,Азербайджанський манат,0.00123004,AZM,14.01.2000
36,Австралійський долар,3.584162,AUD,14.01.2000
40,Австрійський шилінг,0.402428,ATS,14.01.2000
56,Бельгійський франк,0.1372718,BEF,14.01.2000
124,Канадський долар,3.717212,CAD,14.01.2000
203,Чеська крона,0.153889,CZK,14.01.2000
208,Данська крона,0.743792,DKK,14.01.2000
233,Крони Естонії,0.353913,EEK,14.01.2000
246,Фінські маpки,0.931346,FIM,14.01.2000
250,Фpанцузський фpанк,0.844191,FRF,14.01.2000
280,Hімецькі маpки,2.831295,DEM,14.01.2000
348,Форинт,0.0217778,HUF,14.01.2000
352,Ісландські крони,0.07533,ISK,14.01.2000
380,Італійські ліpи,0.0028599,ITL,14.01.2000
392,Єна,0.0508544,JPY,14.01.2000
398,Теньге,0.038782,KZT,14.01.2000
428,Лати Латвії,9.275043,LVL,14.01.2000
440,Литовські лити,1.3472,LTL,14.01.2000
498,Молдовський лей,0.446141,MDL,14.01.2000
528,Голандські гульдени,2.512822,NLG,14.01.2000
578,Норвезька крона,0.677001,NOK,14.01.2000
702,Сінгапурський долар,3.243334,SGD,14.01.2000
703,Словацькі крони,0.131078,SKK,14.01.2000
724,Іспанскі пессети,0.0332812,ESP,14.01.2000
752,Шведська крона,0.640362,SEK,14.01.2000
756,Швейцарський франк,3.437112,CHF,14.01.2000
792,Турецькі ліри,9.99e-06,TRL,14.01.2000
795,Манати Туркменії,0.00103631,TMM,14.01.2000
826,Фунт стерлінгів,8.852967,GBP,14.01.2000
840,Долар США,5.3888,USD,14.01.2000
860,Узбецький сум,0.038237,UZS,14.01.2000
960,СПЗ(спец.права запозичення),7.385226,XDR,14.01.2000
974,Бiлоруський рубль,0.00575,BYR,14.01.2000
978,Євро,5.537531,EUR,14.01.2000
985,Злотий,1.322405,PLN,14.01.2000
300,Грецькі драхми,0.0167272,GRD,14.01.2000
372,Ірландські фунти,7.031214,IEP,14.01.2000
620,Португальські ескудо,0.0027621,PTE,14.01.2000
810,Російські рублі,0.18809,RUR,14.01.2000
31,Азербайджанський манат,0.00123837,AZM,15.01.2000
36,Австралійський долар,3.618164,AUD,15.01.2000
40,Австрійський шилінг,0.403143,ATS,15.01.2000
56,Бельгійський франк,0.1375157,BEF,15.01.2000
124,Канадський долар,3.743417,CAD,15.01.2000
203,Чеська крона,0.154931,CZK,15.01.2000
208,Данська крона,0.745123,DKK,15.01.2000
233,Крони Естонії,0.354542,EEK,15.01.2000
246,Фінські маpки,0.933001,FIM,15.01.2000
250,Фpанцузський фpанк,0.845691,FRF,15.01.2000
280,Hімецькі маpки,2.836325,DEM,15.01.2000
348,Форинт,0.0219253,HUF,15.01.2000
352,Ісландські крони,0.075578,ISK,15.01.2000
380,Італійські ліpи,0.00286498,ITL,15.01.2000
392,Єна,0.0513408,JPY,15.01.2000
398,Теньге,0.038919,KZT,15.01.2000
428,Лати Латвії,9.337866,LVL,15.01.2000
440,Литовські лити,1.356325,LTL,15.01.2000
498,Молдовський лей,0.449163,MDL,15.01.2000
528,Голандські гульдени,2.517286,NLG,15.01.2000
578,Норвезька крона,0.681788,NOK,15.01.2000
702,Сінгапурський долар,3.265302,SGD,15.01.2000
703,Словацькі крони,0.131966,SKK,15.01.2000
724,Іспанскі пессети,0.0333404,ESP,15.01.2000
752,Шведська крона,0.643322,SEK,15.01.2000
756,Швейцарський франк,3.439163,CHF,15.01.2000
792,Турецькі ліри,1.006e-05,TRL,15.01.2000
795,Манати Туркменії,0.00104333,TMM,15.01.2000
826,Фунт стерлінгів,8.917166,GBP,15.01.2000
840,Долар США,5.4253,USD,15.01.2000
860,Узбецький сум,0.038496,UZS,15.01.2000
960,СПЗ(спец.права запозичення),7.41614,XDR,15.01.2000
974,Бiлоруський рубль,0.00579,BYR,15.01.2000
978,Євро,5.547369,EUR,15.01.2000
985,Злотий,1.331362,PLN,15.01.2000
300,Грецькі драхми,0.0167215,GRD,15.01.2000
372,Ірландські фунти,7.043706,IEP,15.01.2000
620,Португальські ескудо,0.002767,PTE,15.01.2000
810,Російські рублі,0.18989,RUR,15.01.2000
31,Азербайджанський манат,0.00123837,AZM,16.01.2000
36,Австралійський долар,3.618164,AUD,16.01.2000
40,Австрійський шилінг,0.403143,ATS,16.01.2000
56,Бельгійський франк,0.1375157,BEF,16.01.2000
124,Канадський долар,3.743417,CAD,16.01.2000
203,Чеська крона,0.154931,CZK,16.01.2000
208,Данська крона,0.745123,DKK,16.01.2000
233,Крони Естонії,0.354542,EEK,16.01.2000
246,Фінські маpки,0.933001,FIM,16.01.2000
250,Фpанцузський фpанк,0.845691,FRF,16.01.2000
280,Hімецькі маpки,2.836325,DEM,16.01.2000
348,Форинт,0.0219253,HUF,16.01.2000
352,Ісландські крони,0.075578,ISK,16.01.2000
380,Італійські ліpи,0.00286498,ITL,16.01.2000
392,Єна,0.0513408,JPY,16.01.2000
398,Теньге,0.038919,KZT,16.01.2000
428,Лати Латвії,9.337866,LVL,16.01.2000
440,Литовські лити,1.356325,LTL,16.01.2000
498,Молдовський лей,0.449163,MDL,16.01.2000
528,Голандські гульдени,2.517286,NLG,16.01.2000
578,Норвезька крона,0.681788,NOK,16.01.2000
702,Сінгапурський долар,3.265302,SGD,16.01.2000
703,Словацькі крони,0.131966,SKK,16.01.2000
724,Іспанскі пессети,0.0333404,ESP,16.01.2000
752,Шведська крона,0.643322,SEK,16.01.2000
756,Швейцарський франк,3.439163,CHF,16.01.2000
792,Турецькі ліри,1.006e-05,TRL,16.01.2000
795,Манати Туркменії,0.00104333,TMM,16.01.2000
826,Фунт стерлінгів,8.917166,GBP,16.01.2000
